Molecule ChEMBL ID,Assay ChEMBL ID,Activity Type,Value,Units,Standard Type,Standard Value,Standard Units,SMILES
CHEMBL352308,CHEMBL674027,,,,Activity,,,COc1cc2c(Oc3ccc(Nc4ccc(C(C)(C)C)cc4)cc3)ccnc2cc1OCCNCCO
CHEMBL89550,CHEMBL676155,,,uM,IC50,,nM,c1ccc2ncc(-c3ccncc3)cc2c1
CHEMBL89115,CHEMBL676155,,,uM,IC50,,nM,COc1ccc2c(C)c(-c3ccncc3)cnc2c1
CHEMBL357400,CHEMBL677831,,,uM,IC50,,nM,COc1cc(/C=C(\C#N)C(=O)NCCCCNC(=O)/C(C#N)=C/c2cc(Br)c(O)c(OC)c2)cc(Br)c1O
CHEMBL357400,CHEMBL679672,,102.0,uM,IC50,102000.0,nM,COc1cc(/C=C(\C#N)C(=O)NCCCCNC(=O)/C(C#N)=C/c2cc(Br)c(O)c(OC)c2)cc(Br)c1O
CHEMBL357400,CHEMBL689298,,3.0,uM,IC50,3000.0,nM,COc1cc(/C=C(\C#N)C(=O)NCCCCNC(=O)/C(C#N)=C/c2cc(Br)c(O)c(OC)c2)cc(Br)c1O
CHEMBL358746,CHEMBL677831,,0.6,uM,IC50,600.0,nM,N#C/C(=C\c1cc(O)c(O)c(O)c1)C(=O)NCCCCNC(=O)/C(C#N)=C/c1cc(O)c(O)c(O)c1
CHEMBL358746,CHEMBL679672,,21.0,uM,IC50,21000.0,nM,N#C/C(=C\c1cc(O)c(O)c(O)c1)C(=O)NCCCCNC(=O)/C(C#N)=C/c1cc(O)c(O)c(O)c1
CHEMBL358746,CHEMBL689298,,5.0,uM,IC50,5000.0,nM,N#C/C(=C\c1cc(O)c(O)c(O)c1)C(=O)NCCCCNC(=O)/C(C#N)=C/c1cc(O)c(O)c(O)c1
CHEMBL90780,CHEMBL676155,,,uM,IC50,,nM,COc1ccc2ncc(-c3ccncc3)cc2c1
CHEMBL86664,CHEMBL676154,,10.0,uM,IC50,10000.0,nM,Clc1ccc2cc(-c3ccncc3)cnc2c1
CHEMBL144778,CHEMBL677831,,2.1,uM,IC50,2100.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NC1CCCC[C@@H]1NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1
CHEMBL144778,CHEMBL679672,,13.5,uM,IC50,13500.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NC1CCCC[C@@H]1NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1
CHEMBL144778,CHEMBL689298,,4.0,uM,IC50,4000.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NC1CCCC[C@@H]1NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1
CHEMBL144908,CHEMBL677831,,0.5,uM,IC50,500.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1
CHEMBL144908,CHEMBL679672,,113.0,uM,IC50,113000.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1
CHEMBL144908,CHEMBL689298,,10.0,uM,IC50,10000.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1
CHEMBL342792,CHEMBL677831,,0.94,uM,IC50,940.0,nM,COc1cc(/C=C(\C#N)S(=O)(=O)/C(C#N)=C/c2cc(O)c(O)c(OC)c2)cc(O)c1O
CHEMBL342792,CHEMBL679672,,75.0,uM,IC50,75000.0,nM,COc1cc(/C=C(\C#N)S(=O)(=O)/C(C#N)=C/c2cc(O)c(O)c(OC)c2)cc(O)c1O
CHEMBL342792,CHEMBL689298,,4.0,uM,IC50,4000.0,nM,COc1cc(/C=C(\C#N)S(=O)(=O)/C(C#N)=C/c2cc(O)c(O)c(OC)c2)cc(O)c1O
CHEMBL76904,CHEMBL677831,,35.0,uM,IC50,35000.0,nM,N#CC(C#N)=Cc1ccc(O)c(O)c1
CHEMBL76904,CHEMBL679673,,,uM,IC50,,nM,N#CC(C#N)=Cc1ccc(O)c(O)c1
CHEMBL68423,CHEMBL676154,,10.0,uM,IC50,10000.0,nM,COc1cc(OC)c2cc(-c3ccncc3)cnc2c1
CHEMBL86717,CHEMBL676155,,,uM,IC50,,nM,COc1cc2ncc(-c3ccncc3)cc2c(OC)c1OC
CHEMBL87083,CHEMBL676155,,,uM,IC50,,nM,Oc1cc(O)c2cc(-c3ccncc3)cnc2c1
CHEMBL144842,CHEMBL677831,,0.7,uM,IC50,700.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1
CHEMBL144842,CHEMBL679672,,20.0,uM,IC50,20000.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1
CHEMBL144842,CHEMBL689298,,9.0,uM,IC50,9000.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1
CHEMBL280069,CHEMBL676154,,10.0,uM,IC50,10000.0,nM,COc1cc2cc(-c3ccncc3)cnc2cc1OC
CHEMBL143108,CHEMBL677831,,100.0,uM,IC50,100000.0,nM,N#C/C(=C\c1ccc2[nH]ccc2c1)C(=O)NCCCNC(=O)/C(C#N)=C/c1ccc2[nH]ccc2c1
CHEMBL143108,CHEMBL679672,,100.0,uM,IC50,100000.0,nM,N#C/C(=C\c1ccc2[nH]ccc2c1)C(=O)NCCCNC(=O)/C(C#N)=C/c1ccc2[nH]ccc2c1
CHEMBL143108,CHEMBL689298,,100.0,uM,IC50,100000.0,nM,N#C/C(=C\c1ccc2[nH]ccc2c1)C(=O)NCCCNC(=O)/C(C#N)=C/c1ccc2[nH]ccc2c1
CHEMBL343887,CHEMBL677831,,2.2,uM,IC50,2200.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCN1CCN(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)CC1
CHEMBL343887,CHEMBL679672,,10.0,uM,IC50,10000.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCN1CCN(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)CC1
CHEMBL343887,CHEMBL689298,,6.2,uM,IC50,6200.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCN1CCN(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)CC1
CHEMBL357161,CHEMBL677831,,1.8,uM,IC50,1800.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCC1CCCC(CNC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)C1
CHEMBL357161,CHEMBL679672,,100.0,uM,IC50,100000.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCC1CCCC(CNC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)C1
CHEMBL357161,CHEMBL856172,,12.5,uM,IC50,12500.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCC1CCCC(CNC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)C1
CHEMBL314811,CHEMBL676155,,,uM,IC50,,nM,Oc1ccc2cc(-c3ccncc3)cnc2c1
CHEMBL145209,CHEMBL677831,,,uM,IC50,,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCN1CCN(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)CC1
CHEMBL145209,CHEMBL679672,,83.0,uM,IC50,83000.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCN1CCN(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)CC1
CHEMBL145209,CHEMBL689298,,5.8,uM,IC50,5800.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCN1CCN(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)CC1
CHEMBL421329,CHEMBL674691,,,uM,IC50,,nM,CCCNC(=O)c1cc2ncnc(Nc3ccc4[nH]ccc4c3)c2s1
CHEMBL76432,CHEMBL674107,,0.068,uM,IC50,68.0,nM,c1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1
CHEMBL312818,CHEMBL674107,,0.005,uM,IC50,5.0,nM,c1ccc(CCCN(c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)n2ccnc2)cc1
CHEMBL311111,CHEMBL674107,,1.25,uM,IC50,1250.0,nM,Cc1cc2cc(Nc3ccnc4cc(-c5ccc(CN6CCOCC6)cc5)sc34)ccc2[nH]1
CHEMBL53898,CHEMBL674104,,0.7,uM,IC50,700.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1
CHEMBL98934,CHEMBL674103,,100.0,uM,IC50,100000.0,nM,COC1=CC(=O)C=C(/C=C2\CCCC3CCCCC23)C1=O
CHEMBL80540,CHEMBL674107,,0.003,uM,IC50,3.0,nM,c1cc(Nc2ccc3[nH]ccc3c2)c2sc(-c3ccc(CNCCN4CCNCC4)cc3)cc2n1
CHEMBL330608,CHEMBL674710,,,,NI,,,CC1=CCC[C@H]2[C@](C)(CC3=C(O)C(O)=C/C(=N\[C@@H](CO)C(=O)O)C3=O)[C@H](C)CC[C@]12C
CHEMBL312753,CHEMBL674107,,0.001,uM,IC50,1.0,nM,OCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1
CHEMBL80809,CHEMBL674107,,0.005,uM,IC50,5.0,nM,CC(=O)NCCNCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1
CHEMBL312678,CHEMBL674691,,,uM,IC50,,nM,CNc1ccc(Nc2ncnc3cc(-c4ccccc4)sc23)cc1
CHEMBL311108,CHEMBL674691,,,uM,IC50,,nM,Nc1ncnc2cc(-c3ccccc3)sc12
CHEMBL312818,CHEMBL674107,,0.001,uM,IC50,1.0,nM,c1ccc(CCCN(c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)n2ccnc2)cc1
CHEMBL310740,CHEMBL674107,,0.002,uM,IC50,2.0,nM,OCCNCc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1
CHEMBL310724,CHEMBL674691,,,uM,IC50,,nM,c1ccc(Nc2ccc(Nc3ncnc4cc(-c5ccccc5)sc34)cc2)cc1
CHEMBL308498,CHEMBL674107,,0.001,uM,IC50,1.0,nM,CC(C)(CO)NCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1
CHEMBL78018,CHEMBL674107,,0.004,uM,IC50,4.0,nM,NCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1
CHEMBL327725,CHEMBL674103,,44.0,uM,IC50,44000.0,nM,CC(O)C(/N=C1/C=C(O)/C(=N\C(C(=O)O)C(C)O)C=C1O)C(=O)O
CHEMBL421326,CHEMBL674107,,0.004,uM,IC50,4.0,nM,OCCOCCNCc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1
CHEMBL79060,CHEMBL674107,,0.25,uM,IC50,250.0,nM,Cc1cc2cc(Nc3ccnc4cc(-c5ccc(CNCCN6CCNCC6)cc5)sc34)ccc2[nH]1
CHEMBL440298,CHEMBL674104,,5.0,uM,IC50,5000.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCc1ccccc1
CHEMBL56731,CHEMBL674104,,1.25,uM,IC50,1250.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1
CHEMBL56543,CHEMBL674104,,0.1,uM,IC50,100.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1
CHEMBL430845,CHEMBL674710,,,,NI,,,COC1=CC(=O)C=CC1=O
CHEMBL79206,CHEMBL674107,,0.003,uM,IC50,3.0,nM,CN(CCO)Cc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1
CHEMBL76751,CHEMBL674107,,0.001,uM,IC50,1.0,nM,c1csc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)c1
CHEMBL311109,CHEMBL674107,,0.007,uM,IC50,7.0,nM,NC(=O)C1CCN(Cc2ccc(-c3cc4ncnc(Nc5ccc6[nH]ccc6c5)c4s3)cc2)CC1
CHEMBL47660,CHEMBL674699,,10.0,uM,IC50,10000.0,nM,N#C/C(=C\c1cc(O)ccc1O)C(N)=O
CHEMBL47660,CHEMBL674706,,60.0,%,Inhibition,60.0,%,N#C/C(=C\c1cc(O)ccc1O)C(N)=O
CHEMBL312482,CHEMBL674107,,0.03,uM,IC50,30.0,nM,c1cc(Nc2ccc3[nH]ccc3c2)c2sc(-c3ccc(CN4CCOCC4)cc3)cc2n1
CHEMBL296407,CHEMBL674699,,4.0,uM,IC50,4000.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(N)=O
CHEMBL79215,CHEMBL674107,,0.001,uM,IC50,1.0,nM,c1ccc(NCCN(c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)n2cccc2)cc1
CHEMBL431977,CHEMBL674107,,0.001,uM,IC50,1.0,nM,NC(=O)C1CCN(Cc2ccc(-c3cc4nccc(Nc5ccc6[nH]ccc6c5)c4s3)cc2)CC1
CHEMBL47986,CHEMBL674699,,3.0,uM,IC50,3000.0,nM,O=CN/C=C/c1cc(O)ccc1O
CHEMBL47986,CHEMBL674706,,90.0,%,Inhibition,90.0,%,O=CN/C=C/c1cc(O)ccc1O
CHEMBL81712,CHEMBL674107,,0.009,uM,IC50,9.0,nM,O=C(c1ccccc1)c1cc2ncnc(Nc3ccc4[nH]ccc4c3)c2s1
CHEMBL310853,CHEMBL674107,,0.001,uM,IC50,1.0,nM,c1csc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)c1
CHEMBL293749,CHEMBL674104,,0.625,uM,IC50,625.0,nM,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCc1ccccc1
CHEMBL80302,CHEMBL674107,,0.1,uM,IC50,100.0,nM,Cc1cc2cc(Nc3ncnc4cc(-c5ccccc5)sc34)ccc2[nH]1
CHEMBL310827,CHEMBL674107,,0.005,uM,IC50,5.0,nM,Cc1c[nH]c2ccc(Nc3ncnc4cc(-c5ccccc5)sc34)cc12
CHEMBL81375,CHEMBL674107,,0.14,uM,IC50,140.0,nM,Cc1cc2cc(Nc3ccnc4cc(-c5ccc(CN(C)CCO)cc5)sc34)ccc2[nH]1
CHEMBL77342,CHEMBL674107,,0.657,uM,IC50,657.0,nM,Cc1cc2cc(Nc3ccnc4cc(-c5ccc(CNCCOCCO)cc5)sc34)ccc2[nH]1
CHEMBL442388,CHEMBL674103,,100.0,uM,IC50,100000.0,nM,CC(O)C(/N=C1\C(O)=CC(=O)C(O)=C1CC1CCCC2CCCCC21)C(=O)O
CHEMBL309833,CHEMBL674691,,,uM,IC50,,nM,O/C(=C/c1cc2ncnc(Nc3ccc4[nH]ccc4c3)c2s1)c1ccccc1
CHEMBL308498,CHEMBL674107,,0.008,uM,IC50,8.0,nM,CC(C)(CO)NCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1
CHEMBL319347,CHEMBL674710,,,,NI,,,COC1=CC(=O)C(N[C@@H](CO)C(=O)O)=CC1=O
CHEMBL78982,CHEMBL674691,,,uM,IC50,,nM,c1ccc(-c2cc3ncnc(Nc4ccc5[nH]nnc5c4)c3s2)cc1
CHEMBL77782,CHEMBL674107,,0.005,uM,IC50,5.0,nM,CN(C)CCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1
CHEMBL78700,CHEMBL674107,,0.5,uM,IC50,500.0,nM,Cc1cc2cc(Nc3ccnc4cc(-c5ccc(CNCCCO)cc5)sc34)ccc2[nH]1
CHEMBL76432,CHEMBL674107,,0.003,uM,IC50,3.0,nM,c1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1
CHEMBL306732,CHEMBL674107,,0.094,uM,IC50,94.0,nM,CN(C)c1ccc(Nc2ncnc3cc(-c4ccccc4)sc23)cc1
CHEMBL418909,CHEMBL674107,,0.002,uM,IC50,2.0,nM,CC(=O)NCCNCc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1
CHEMBL78685,CHEMBL674107,,1.6,uM,IC50,1600.0,nM,c1ccc(-c2cc3ncnc(Nc4ccc5[nH]ncc5c4)c3s2)cc1
CHEMBL77452,CHEMBL674107,,0.009,uM,IC50,9.0,nM,OCCCNCc1ccc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)cc1
CHEMBL78537,CHEMBL674691,,,uM,IC50,,nM,c1ccc(CNc2ncnc3cc(-c4ccccc4)sc23)cc1
CHEMBL80990,CHEMBL674691,,,uM,IC50,,nM,Cn1ccc2cc(Nc3ncnc4cc(-c5ccccc5)sc34)ccc21
CHEMBL46946,CHEMBL674699,,7.0,uM,IC50,7000.0,nM,O=CN/C=C/c1ccc(O)c(O)c1
CHEMBL99058,CHEMBL674710,,,,NI,,,COC1=CC(=O)C=C(Cc2ccccc2)C1=O
CHEMBL442749,CHEMBL674107,,0.6,uM,IC50,600.0,nM,c1nc(Nc2ccc3[nH]ccc3c2)c2sccc2n1
CHEMBL311798,CHEMBL674691,,,uM,IC50,,nM,Brc1cc2ncnc(Nc3ccc4[nH]ccc4c3)c2s1
CHEMBL80164,CHEMBL674107,,1.0,uM,IC50,1000.0,nM,Cc1cc2cc(Nc3ccnc4cc(-c5ccc(CNCCO)cc5)sc34)ccc2[nH]1
CHEMBL76751,CHEMBL674107,,0.039,uM,IC50,39.0,nM,c1csc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)c1
CHEMBL80734,CHEMBL674107,,1.0,uM,IC50,1000.0,nM,NC(=O)c1ccc(Nc2ncnc3cc(-c4ccccc4)sc23)cc1
CHEMBL274654,CHEMBL677212,,20.0,uM,IC50,20000.0,nM,Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O
CHEMBL174634,CHEMBL674015,,2.65,uM,IC50,2650.0,nM,Cc1ccccc1-c1cn(-c2ccccc2)c2ncnc(N)c12
CHEMBL429057,CHEMBL674015,,1.1,uM,IC50,1100.0,nM,Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1CO
CHEMBL268731,CHEMBL677212,,20.0,uM,IC50,20000.0,nM,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCc1ccncc1
CHEMBL176702,CHEMBL674015,,3.4,uM,IC50,3400.0,nM,Nc1ncnc2c1c(-c1ccccc1)cn2-c1cccc(CNCCO)c1
CHEMBL176702,CHEMBL674013,,,uM,IC50,,nM,Nc1ncnc2c1c(-c1ccccc1)cn2-c1cccc(CNCCO)c1
CHEMBL161956,CHEMBL674648,,0.22,nM,IC50,0.22,nM,CN(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL367442,CHEMBL674015,,0.7,uM,IC50,700.0,nM,Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccc(CO)cc1
CHEMBL351629,CHEMBL674648,,0.44,nM,IC50,0.44,nM,CN(CC(=O)O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL165731,CHEMBL674648,,1.5,nM,IC50,1.5,nM,Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1
CHEMBL165731,CHEMBL621853,,20.0,nM,IC50,20.0,nM,Cc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1
CHEMBL430155,CHEMBL677212,,20.0,uM,IC50,20000.0,nM,Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCCN1CCN(C)CC1
CHEMBL13354,CHEMBL677212,,20.0,uM,IC50,20000.0,nM,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN1CCOCC1
CHEMBL53711,CHEMBL674648,,0.006,nM,IC50,0.006,nM,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL53711,CHEMBL621853,,21.0,nM,IC50,21.0,nM,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL165228,CHEMBL674648,,117.0,nM,IC50,117.0,nM,Cc1nc(Nc2cccc(Br)c2)c2cc(NCCN3CCOCC3)ncc2n1
CHEMBL173474,CHEMBL674016,,,uM,IC50,,nM,O=c1[nH]cnc2c1c(-c1ccccc1)cn2-c1ccccc1
CHEMBL176705,CHEMBL674015,,0.35,uM,IC50,350.0,nM,COc1ccc(-c2cn(-c3ccccc3)c3ncnc(N)c23)cc1
CHEMBL176470,CHEMBL674015,,6.4,uM,IC50,6400.0,nM,Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1CNCCO
CHEMBL13485,CHEMBL677212,,20.0,uM,IC50,20000.0,nM,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C
CHEMBL166255,CHEMBL674648,,1.7,nM,IC50,1.7,nM,CN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL166255,CHEMBL621853,,27.0,nM,IC50,27.0,nM,CN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL165630,CHEMBL674648,,0.93,nM,IC50,0.93,nM,OCCN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL165630,CHEMBL621853,,71.0,nM,IC50,71.0,nM,OCCN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL176309,CHEMBL674015,,0.7,uM,IC50,700.0,nM,Nc1ncnc2c1c(-c1cccc(Cl)c1)cn2-c1ccccc1
CHEMBL276711,CHEMBL677212,,100.0,uM,IC50,100000.0,nM,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1
CHEMBL165495,CHEMBL674648,,3.1,nM,IC50,3.1,nM,Cc1cccc(Nc2ncnc3cnc(N)cc23)c1
CHEMBL267293,CHEMBL677212,,20.0,uM,IC50,20000.0,nM,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCn1cncn1
CHEMBL163369,CHEMBL674648,,0.35,nM,IC50,0.35,nM,OCCN(CCO)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL163369,CHEMBL621853,,230.0,nM,IC50,230.0,nM,OCCN(CCO)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL369014,CHEMBL674015,,1.3,uM,IC50,1300.0,nM,CCOC(=O)c1ccc(-c2cn(-c3ccccc3)c3ncnc(N)c23)cc1
CHEMBL53753,CHEMBL676074,,0.008,nM,IC50,0.008,nM,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL53753,CHEMBL621853,,13.0,nM,IC50,13.0,nM,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL53753,CHEMBL621852,,13.0,uM,IC50,13000.0,nM,CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL13629,CHEMBL677212,,10.0,uM,IC50,10000.0,nM,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c1C
CHEMBL13608,CHEMBL677212,,20.0,uM,IC50,20000.0,nM,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN1CCCC1
CHEMBL166307,CHEMBL674648,,3.9,nM,IC50,3.9,nM,CN1CCN(NCCCNc2cc3c(Nc4cccc(Br)c4)ncnc3cn2)CC1
CHEMBL166307,CHEMBL621853,,8.9,nM,IC50,8.9,nM,CN1CCN(NCCCNc2cc3c(Nc4cccc(Br)c4)ncnc3cn2)CC1
CHEMBL162223,CHEMBL674648,,1.2,nM,IC50,1.2,nM,Brc1cccc(Nc2ncnc3cnc(NCCc4ccccn4)cc23)c1
CHEMBL162223,CHEMBL621853,,8.1,nM,IC50,8.1,nM,Brc1cccc(Nc2ncnc3cnc(NCCc4ccccn4)cc23)c1
CHEMBL172973,CHEMBL674015,,0.5,uM,IC50,500.0,nM,COc1cccc(-c2cn(-c3ccccc3)c3ncnc(N)c23)c1
CHEMBL172973,CHEMBL674012,,10.0,uM,IC50,10000.0,nM,COc1cccc(-c2cn(-c3ccccc3)c3ncnc(N)c23)c1
CHEMBL173453,CHEMBL674015,,1.4,uM,IC50,1400.0,nM,Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccc(CNCCO)cc1
CHEMBL173453,CHEMBL674013,,,uM,IC50,,nM,Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccc(CNCCO)cc1
CHEMBL162719,CHEMBL674648,,6.4,nM,IC50,6.4,nM,CN1CCN(c2cc3c(Nc4cccc(Br)c4)ncnc3cn2)CC1
CHEMBL162719,CHEMBL621853,,102.0,nM,IC50,102.0,nM,CN1CCN(c2cc3c(Nc4cccc(Br)c4)ncnc3cn2)CC1
CHEMBL162821,CHEMBL676233,,0.45,nM,IC50,0.45,nM,CNc1cc2c(Nc3cccc(C)c3)ncnc2cn1
CHEMBL162821,CHEMBL621853,,23.0,nM,IC50,23.0,nM,CNc1cc2c(Nc3cccc(C)c3)ncnc2cn1
CHEMBL105436,CHEMBL674015,,0.3,uM,IC50,300.0,nM,COc1cccc(-c2cn(-c3ccc(CCN(C)CCO)cc3)c3ncnc(N)c23)c1
CHEMBL105436,CHEMBL674012,,10.0,uM,IC50,10000.0,nM,COc1cccc(-c2cn(-c3ccc(CCN(C)CCO)cc3)c3ncnc(N)c23)c1
CHEMBL162053,CHEMBL674648,,8.1,nM,IC50,8.1,nM,CN(C)CCN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL162053,CHEMBL621853,,46.0,nM,IC50,46.0,nM,CN(C)CCN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL165574,CHEMBL674648,,1.0,nM,IC50,1.0,nM,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)cc23)c1
CHEMBL165574,CHEMBL621853,,5.9,nM,IC50,5.9,nM,Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)cc23)c1
CHEMBL426229,CHEMBL674016,,,uM,IC50,,nM,Clc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1
CHEMBL53940,CHEMBL674648,,9.0,nM,IC50,9.0,nM,CNc1cc2c(Nc3ccccc3)ncnc2cn1
CHEMBL165788,CHEMBL674648,,1.1,nM,IC50,1.1,nM,CNc1cc2c(Nc3cccc(C(F)(F)F)c3)ncnc2cn1
CHEMBL166093,CHEMBL674648,,0.18,nM,IC50,0.18,nM,OCC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL349070,CHEMBL674648,,1.8,nM,IC50,1.8,nM,CN(C)CCCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL349070,CHEMBL621853,,19.0,nM,IC50,19.0,nM,CN(C)CCCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CHEMBL175409,CHEMBL674015,,0.8,uM,IC50,800.0,nM,COc1cccc(-c2cn(-c3ccc(CC(=O)NCCO)cc3)c3ncnc(N)c23)c1
CHEMBL175409,CHEMBL674013,,,uM,IC50,,nM,COc1cccc(-c2cn(-c3ccc(CC(=O)NCCO)cc3)c3ncnc(N)c23)c1
